num,char_slug,emotion,text_ko,text_en
191,baekgu,[matter-of-fact][excited],데스티네이션 어스!! 8명 영웅의 의지 + 100년 봉쇄를 깬 인류의 분노! 화력 10배! 적은 사라진다 — 우주의 정의를 보여줘!,Destination Earth!! The will of 8 heroes + the fury of humanity that broke a century of blockade! 10× firepower! The enemy is gone — show them the justice of the cosmos!
192,baekgu,[matter-of-fact][excited],보이드 페이즈 강제 해금됨. 제타 레티쿨리로 이동해서 광장 → 제독 의뢰 확인해봐!,"Void phase force-unlocked. Travel to Zeta Reticuli (P30), then check the Plaza → Admiral commission!"
193,baekgu,[matter-of-fact],보이드가 마지막 시험을 위해 ✦ 보이드의 창을 남겼어. 정비소에서 함선에 장착해 — 최종 결전에서 1대씩 즉시 파괴 가능해.,The Void left ✦ the Void Spear for the final trial. Mount it at the garage — it lets you instantly destroy one enemy at a time in the final showdown.
194,baekgu,[matter-of-fact][excited],"보이드가 인류 역사상 가장 위대한 5척을 깨워냈어! 능력치는 동일, HP는 두 배. 우리 전술이 답이다 — 일점사부터!","The Void has awakened the five greatest ships in human history! Same stats, double HP. Our tactics are the answer — start with focus-fire!"
195,baekgu,[matter-of-fact],"8인의 전설이 모두 모였어요, 사령관! 이제 지구로 향할 준비가 됐습니다.","All eight legends have gathered, Commander! Now we're ready to set course for Earth."
196,baekgu,[matter-of-fact],백구의 일기,Baekgu's Diary
197,baekgu,[matter-of-fact],백구,... Baekgu.
198,baekgu,[matter-of-fact][excited],거북선이다! 이순신의 그 함선! 지구 해방 보스전 입장 조건 충족이야!,A Turtle Ship! Yi Sun-sin's legendary ship! Earth Liberation boss-fight entry requirement met!
199,baekgu,[matter-of-fact],세 단편이 하나로! 이건 그냥 거북선이 아니야 — 불멸의 거북선이라고! 우르사 메이저도 이걸 보면 떨걸.,Three fragments made one! This isn't just any Geobukseon — it's the Immortal one! Even Ursa Major would tremble.
200,baekgu,[matter-of-fact],이동 완료. 다음 목표 정해.,Move complete. Set the next destination.
201,baekgu,[matter-of-fact],워프 성공.,Warp succeeded.
202,baekgu,[matter-of-fact],이겼어. 당연한 거 아닌가.,We won. Of course we did.
203,baekgu,[matter-of-fact],크레딧 벌었다.,Credits earned.
204,baekgu,[matter-of-fact],졌어. 다시 해.,We lost. Try again.
205,baekgu,[matter-of-fact],포기하면 안 돼.,Don't give up.
206,baekgu,[matter-of-fact],영웅 등급! 쓸만하겠는데.,Hero tier! Could be useful.
207,baekgu,[matter-of-fact][excited],전설 등급이다!,Legendary tier!
208,baekgu,[matter-of-fact],크레딧 부족해. 무역해.,Credits low — go trade.
209,baekgu,[matter-of-fact][excited],내가 경고했잖아. 싸워!,I warned you. Fight!
210,yisunsin,[solemn][hesitant],"[옛 지구의 언어] …이곳이. 얼마나, 흘렀느냐.",[old Earth tongue] ...So this is the place. How long... has it been?
211,yisunsin,[solemn][hesitant],"100년이라. 내 전술이 적의 방패가 되어, 그 긴 세월 동료들을 막았다는 것이냐. …나를 깨운 자가 사령관인가. 빚을 졌다.","A hundred years. So my tactics became the enemy's shield, holding back my comrades all that time. ...Is it you, Commander, who woke me? I am in your debt."
212,yisunsin,[solemn],무기와 장갑이 함께 봉인돼 있었다. 가져가시오 — 내 손은 이미 그대의 손이 되었으니.,The weapons and armor were sealed with me. Take them — my hand is already yours.
213,yisunsin,[solemn][hesitant],"패배는 한 번으로 족하다. 두 번은, 내가 허락하지 않는다.","One defeat is enough. A second, I will not allow."
214,yisunsin,[solemn][hesitant],"아이젠클로… 나를 봉인한 손이 저자였군. 내 검을 적의 방패로 삼다니. 다음 단계에서, 반드시 거둘 빚이다.","Eisenklaue… so it was that one's hand that sealed me. To turn my blade into the enemy's shield. (quietly) In the next stage, that is a debt I will collect, without fail."
215,yisunsin,[solemn],"흩어진 칼이 모이면 진형이 된다. 다음 계획을 세우자, 사령관.","Scattered blades, gathered, become a formation. Let us lay the next plan, {commander}."
216,yisunsin,[solemn][hesitant],"동쪽 항로 주파수… 벙커존 지하. 저항군 암호 채널이다. 내가 봉인되기 전, 함께 싸운 전우들의 후예가 그 기지를 지키고 있어.",Eastern shipping-lane frequency… beneath Bunker Zone. A Resistance cipher channel. The descendants of the comrades who fought beside me before I was sealed away still hold that base.
217,yisunsin,[solemn],외톨이로 100년을 버텼다면 — 그래서 더 강한 거다.,If they've endured a hundred years alone — that only makes them stronger.
218,yisunsin,[solemn][hesitant],"크리그에서 빼낸 물자를 들고 가면, 우리를 믿어줄 거다.","…If we bring the supplies we pulled out of Krieg, they'll trust us."
219,yisunsin,[solemn],"당신들이 살아있었군. 오래, 기다렸겠소.",(quietly) So you survived. You must have waited a long time.
220,yisunsin,[solemn],내부에 침투했군. 보급망을 손에 쥐고 물자를 빼돌리고 있어.,They've infiltrated. They hold the supply network and are siphoning off the goods.
221,yisunsin,[solemn][hesitant],코르넬리우스. 아우레우스 기업이 크리그에 기술 설계도를 팔고 있다면… 단순한 이윤이 아니다. 생체 병기 설계도가 그 손을 거쳐 넘어간 거야.,Cornelius. If the Aureus corporation is selling technical blueprints to Krieg… this is more than the pursuit of profit. Bio-weapon schematics passed through their hands.
222,yisunsin,[solemn],"증거 없이 아우레우스를 적으로 돌려선 안 된다. 먼저, 확인한다.",We can't turn Aureus into an enemy without proof. First — we confirm it.
223,yisunsin,[solemn][hesitant],광개토. 그 이름이 낯설지 않군. 당신 상선이 경매 시장의 모든 기록을 쥐고 있다는 것도.,(low) …Gwanggaeto. The name isn't unfamiliar to me. Nor that your merchant fleet holds every record of the auction market.
224,yisunsin,[solemn],"거북선 — 내가 옛 지구에서, 가장 절박했던 전쟁에서 만든 함선이야. 현대 재료로 재현하면 크리그 요새를 정면 돌파할 수 있어.","The Geobukseon — the warship I built on old Earth, in its most desperate war. Reproduced with modern materials, it could punch straight through a Krieg fortress."
225,yisunsin,[solemn],메카니카 기어월드. 그곳에 장영실이라는 기술자가 있어. 옛 지구의 명장 장영실의 기술 DNA를 이어받은 복제 기술자야.,"Mechanica Gearworld. There's an engineer there named Jang Yeong-sil. A cloned engineer who inherited the technical DNA of Jang Yeong-sil, a master maker of old Earth."
226,yisunsin,[solemn],그를 데려와야 해. 거북선은 그 없이는 완성할 수 없어.,We have to bring him in. The Geobukseon can't be completed without him.
227,yisunsin,[solemn],그분의 설계도를 갖고 왔소.,I've brought his blueprints.
228,yisunsin,[solemn],필요한 건 뭐든 구해 오겠소.,I'll get you whatever you need.
229,yisunsin,[solemn][hesitant],타이탄H… 그리고 그 너머에 — 지구.,Titan H… and beyond it — Earth.
230,yisunsin,[solemn],"사령관. 다음 방향은 타이탄H다. 연대를 공식화하고, 저항군 반물질을 확보한다.",{commander}. Our next heading is Titan H. We formalize the alliance and secure the Resistance Antimatter.
231,yisunsin,[solemn],"저항군 반물질 ×25, 은하 혼돈 결정 ×15, 수퍼비아 중력자 ×10, 크리그 마그마 코어 ×8. 모두 모으면 — 거북선이 깨어난다.","Resistance Antimatter ×25, Galactic Chaos Crystal ×15, Superbia Graviton ×10, Krieg Magma Core ×8. Gather them all — and the Geobukseon awakens."
232,yisunsin,[solemn][hesitant],"아이젠클로… 내 전술로 우리를 막겠지. 허나 제 검의 약점은, 그 검을 벼린 자가 가장 잘 아는 법이다.",Eisenklaue… he'll use my own tactics to stop us. But the weakness of a blade is known best by the one who forged it.
233,yisunsin,[solemn],"사령관, 다음 항로로. 아이젠클로를 쫓아 — 마침내, 거북선을 완성한다.","{commander}, to the next route. We hunt Eisenklaue — and at last, complete the Geobukseon."
234,yisunsin,[solemn],"아이젠콕에서 달아났던 그 자가, 여기 숨어 있었군.",So the one who fled from Eisenkock was hiding here.
235,yisunsin,[solemn],"둘 다 잡는다. 아이젠클로 추격, 그리고 마그마 코어.","We take both. Hunt Eisenklaue down, and secure the Magma Core."
236,yisunsin,[solemn],"정면 공격은 안 된다. 반란군 채널로, 내부에 스며든다.",No frontal assault. We slip in through the rebels' channel.
237,yisunsin,[solemn],우리가 원하는 건 수퍼비아 중력자. 채굴 독점 허가가 필요하다.,What we want is the Superbia Graviton. We need an exclusive license to mine it.
238,yisunsin,[solemn],은하 혼돈 결정. 보이드 균열에서만 나오는 자원이다.,Galactic Chaos Crystals. A resource found only in the Void rifts.
239,yisunsin,[solemn],두 마리 토끼다. 간다.,"Two birds, one stone. Let's move."
240,yisunsin,[solemn],들어간다.,We're going in.
241,yisunsin,[solemn][curious],우리는 저항군과 함께 아이젠클로와 싸우고 있어요. 당신이 이휘소 박사인가요?,We fight Eisenklaue alongside the resistance. Are you Dr. Lee Hwi-so?
242,yisunsin,[solemn][hesitant],"드디어. 400년을 기다린 배가, 오늘 깨어난다.",…At last. The ship that waited four hundred years wakes today.
243,yisunsin,[solemn][hesitant],"빅토리… 옛 지구 최후의 대해전, 그 기함이군.",Victory… the flagship of old Earth's last great sea-battle.
244,yisunsin,[solemn],넬슨 제독. 나는 이순신이오.,Admiral Nelson. I am Yi Sun-sin.
245,yisunsin,[solemn],"학익진과 그대의 대해전 진형 — 두 바다의 전술을 하나로 묶으면, 우르사도 막을 수 없을 거요.","The Crane Wing and your great sea-battle line — bind the tactics of two seas into one, and not even Ursa can stop us."
246,yisunsin,[solemn],"사령관. 이제 우리에겐 거북선이 있다. 슈멜츠를 점령해 사령실 데이터를 연다 — 그 안에, 우르사로 가는 길이 있을 것이다.","{commander}. Now we have the Geobukseon. We seize Schmelz and open the command-room data — and inside it, the road to Ursa."
247,yisunsin,[solemn],100년 봉쇄의 손발 하나를 잘랐다. 하지만 머리는 아직 남아 있다.,We severed one hand of the century-long blockade. But the head still remains.
248,yisunsin,[solemn],박사님의 방정식이 100년 뒤 우리를 여기로 이끌었습니다. 함께 가시죠.,"The doctor's equations led us here, a hundred years on. Let's go together."
249,yisunsin,[solemn][hesitant],"저 기함, 움직임이 익숙하다. 내 전술을 방패 삼았구나. 허나 — 그 검을 벼린 건 나다. 정면은 피해라. 호위를 걷어내고, 본함의 옆구리를 친다.","That flagship — its movements are familiar. It made a shield of my tactics. But — I am the one who forged that blade. Avoid the front. Strip the escorts, then strike the flagship's flank."
250,yisunsin,[solemn],이건 — 바다의 폭풍과 같다. 흐름을 읽으면 통과할 수 있어.,This is — like a storm at sea. Read the currents and we can pass through.
251,yisunsin,[solemn],박사. 우리는 우르사 메이저를 잡으러 갑니다. 박사의 이론이 필요하오.,Doctor. We are going to take down Ursa Major. We need your theory.
252,yisunsin,[solemn],전 함대 — 거북선을 따른다.,All ships — follow the Turtle Ship.
253,yisunsin,[solemn],사령관. 아이젠클로에게 전달해. — 이번엔 끝이라고.,{commander}. Send word to Eisenklau. — Tell him this is the end.
254,yisunsin,[solemn],"끝났어, 아이젠클로.","It's over, Eisenklau."
255,yisunsin,[solemn],보이드 군주. 크리그 뒤에 그 존재가 있었던 거군.,The Void Lord. So that was the one behind Krieg.
256,yisunsin,[solemn],400년 전 거북선 — 12척으로 133척을 깼다. 오늘의 거북선 — 8영웅과 함께라면 더 큰 일도 한다.,"Four hundred years ago the Turtle Ship — broke 133 ships with twelve. Today's Turtle Ship — with eight heroes, can do far greater things."
257,yisunsin,[solemn],좌표 — 제타 레티쿨리. 우르사 메이저 본거지.,Coordinates — Zeta Reticuli. Ursa Major's stronghold.
258,yisunsin,[solemn],"400년 전, 옛 지구의 마지막 전쟁. 100년 전, 봉인. 그리고 오늘 — 마지막 일전이다.","Four hundred years ago, old Earth's last great war. A hundred years ago, the sealing. And today — the final battle."
259,yisunsin,[solemn],그 캡슐 — 나였다. 네가 봉인한 자가 오늘 너의 끝을 가져왔다.,That capsule — was me. The one you sealed has come today to bring you your end.
260,yisunsin,[solemn],학익진. 펼친다.,Crane Wing. Deploy.
261,yisunsin,[solemn],우르사 메이저 본체 — 노출. 보이드 방어막은 아직 활성.,The Ursa Major core — exposed. The Void barrier is still active.
262,yisunsin,[solemn],400년 전 — 나는 12척으로 133척을 막았다. 오늘은 9척이면 충분하다.,"Four hundred years ago — I held off 133 ships with twelve. Today, nine will be enough."
263,yisunsin,[solemn][excited],거북선 노포 전탄 — 일점사!,"Geobukseon ballistae, every round — focus fire!"
264,yisunsin,[solemn][hesitant],끝났다. 100년 봉인의 종결이다.,... It's over. The end of a century-long seal.
265,yisunsin,[solemn],"내가 살아 싸우던 그 시절, 올려다보던 바로 그 하늘이다. 변하지 않았어.",(gazing at Earth) That's the very sky I looked up at in the days I lived and fought. It hasn't changed.
266,yisunsin,[solemn],"보이드 구역 3행성 — 캅테인 균열, WASP-12 b, 제타 레티쿨리. 우르사 메이저 잔존 세력이 아직 불안정해. 서둘러야 해.","The three Void-zone planets — the Kapteyn Rift, WASP-12 b, and Zeta Reticuli. The remnants of Ursa Major are still unstable. We must hurry."
267,yisunsin,[solemn][hesitant],100년. 내가 100년을 잠들었군.,A hundred years. So I slept a hundred years.
268,yisunsin,[solemn][hesitant],그대가 나를 깨웠소? …지구는.,You woke me? ...And Earth.
269,yisunsin,[solemn],치크스는 아직 있소. 그렇다면 아직 싸워야 할 이유가 있군.,The Chiks still stand. Then there is still reason to fight.
270,yisunsin,[solemn][curious],이길 수 있는 싸움이오?,Is this a fight we can win?
271,yisunsin,[solemn],말이 다르군. 이기겠다고 하지 않고 이겨야 한다고 했소. 그것이 더 정직한 대답이오. 합류하겠소.,Your words differ. You didn't say you'll win — you said you must win. That's the more honest answer. I'll join you.
272,yisunsin,[solemn],사령관. 나는 불필요한 전투는 하지 않소. 이기는 전쟁만 합니다.,Commander. I do not fight unnecessary battles. Only wars I can win.
273,yisunsin,[solemn],나요. 넬슨. 오래됐소.,It's me. Nelson. It's been a long time.
274,marcopolo,[sly][hesitant],"이순신? …그 이름, 오랜만이군. 남들은 잡음으로 흘리지만 — 난 그 신호를 '봤어'. 에리다니 노인들이 잡았다는 그거.","Yi Sun-sin? ...That name, it's been a while. Others let that signal pass as noise — but I saw it. The one the Eridani elders picked up."
275,marcopolo,[sly],"한 팀 하자. 길 찾고 정보 캐는 건, 이 은하에 나만 한 사람이 없거든.","Let's team up. When it comes to finding routes and digging up intel, no one in this galaxy beats me."
276,marcopolo,[sly],"잠깐 — 다들 못 봤지? 저 잔해 너머, 탐사선 하나가 해적한테 뜯기고 있어.","Wait — does nobody else see it? Past that wreckage, a survey ship's being torn apart by pirates."
277,marcopolo,[sly],크리그가 '광산 세금'을 빌미로 3주째 점거 중이야. 광부들은 착취당하고.,"Krieg's held the place three weeks now, calling it a 'mine tax.' The miners are being bled dry."
278,marcopolo,[sly],봉쇄만 하는 놈들이 아니야. 변방까지 손을 뻗고 있어.,They don't just run the blockade. They're reaching all the way out to the frontier.
279,marcopolo,[sly],"근데 무법자들이 기지를 끼고 앉았어. 안테나에 닿으려면, 먼저 치워야 해.","But outlaws have made a nest of the base. To reach the antenna, we clear them first."
280,marcopolo,[sly][hesitant],우르사이 마요리스 외곽… 발 들이는 순간 바로 적대야. 각오해.,"The Ursae Majoris frontier… the instant we set foot there, we're hostile. Brace yourselves."
281,marcopolo,[sly],"사령관, 됐어. 카스텔룸 수퍼비아 집하장 — 32구역. 크리그 스파이가 고철 프레임 속에 정보를 숨겨 운반했어. 수퍼비아 놈들은 그냥 고철로 처리했겠지. 허나 내 눈은 못 속여.","{commander}, I've got it. Castellum, the Superbia depot — Sector 32. A Krieg spy hid the intel inside a scrap frame to smuggle it out. The Superbia crew probably just processed it as junk. But my eyes don't miss a thing."
282,marcopolo,[sly][hesitant],"그리고… 이상한 게 하나 더. 그 구역 폐기 목록에 없는 구형 캡슐 하나. 수백 년 전 설계야. 이런 건, 그냥 지나치는 법이 없지.",And… one more odd thing. An old capsule that isn't on that sector's disposal manifest. The design is centuries old. The kind of thing I never just walk past.
283,marcopolo,[sly][hesitant],"저기 폐기 구역 끝… 목록에 없는 구형 물체야. 설계가 지금과 전혀 달라. 생명 반응이 — 미약하지만, 분명히 잡혀.","There, at the edge of the disposal zone… an old object that's not on any manifest. The design is nothing like ours. A life sign — faint, but unmistakable."
284,marcopolo,[sly][hesitant],오르크... 접경지 밀수꾼들 사이에서 이름이 나왔어. 치크스-메카니카 접경이라 단속이 애매한 구역이야.,"Ork... that name's come up among the border smugglers. It's the Chiks-Mechanica frontier, so jurisdiction is murky there."
285,marcopolo,[sly],"치크스 감시선이 순찰 중이야. 정면은 자살이고 — 잠입은 거래자 위장이 최선이지. 뭐, 이런 건 내 전문이고.","Chiks surveillance ships are on patrol. A head-on run is suicide — our best bet is to slip in posing as traders. Which, well, happens to be my specialty."
286,marcopolo,[sly],LHS1140-b 표면은 LHS 크리스탈 광산이야. 지하 17층까지 굴착했다는 소문이 있어. 사람을 가두기엔 딱이지.,The surface of Mercatus is an LHS crystal mine. Word is they've dug seventeen levels down. Perfect place to lock someone away.
287,marcopolo,[sly][hesitant],"노동자들 표정 봐. 겁에 질려 있어 — 크리그한테 협박당하는 거야. …이런 건, 너무 많이 봤어.",Look at the workers' faces. Terrified — Krieg keeps them in line through fear. …I've seen this far too many times.
288,marcopolo,[sly][hesitant],내가 누군지 잊었어? 당연하지.,Forgot who I am? Of course you did.
289,marcopolo,[sly],전면전은 무리야. 외곽 포대만 해도 우리 세 배라고.,A frontal assault is suicide. The outer batteries alone outnumber us three to one.
290,marcopolo,[sly],"다음 길은 내가 연다. 크리그 보급 거점 — 위치, 경비, 교대 시간까지 전부 머릿속에 있거든.","I'll open the next road. Krieg's supply outposts — locations, guards, even the shift changes, it's all in my head."
291,marcopolo,[sly],저항군? 거기가 얼마나 위험한지 알아? 치크스 한복판의 외톨이 거점이라고.,The Resistance? Do you know how dangerous that place is? A lone outpost right in the middle of the Chiks.
292,marcopolo,[sly][hesitant],뉴 마스... 오딧세이 기지. 나도 그쪽 루트 알아. 화물 운반하다 두어 번 거쳤어.,The New Mars... the Odyssey Base. I know that route too. I passed through it a couple of times hauling cargo.
293,marcopolo,[sly][hesitant],"저 화물 분류 코드… 저항군 화물이 맞는데, 운항 패턴이 크리그 배급 루틴이야. 안 맞아.","Those cargo-classification codes… they're Resistance freight, all right, but the flight pattern is a Krieg distribution routine. It doesn't add up."
294,marcopolo,[sly][hesitant],조용히 스며드는 거? …그건 내 전공이지.,Slipping in unnoticed? …That's my specialty.
295,marcopolo,[sly],오그렌이 말한 내부 고발자 — '닥터 에바'. 글리제에 있어. 접촉하면 물증을 넘겨준다고 했어.,"The whistleblower Ogren mentioned — 'Doctor Eva'. She's on Gliese. She said if we make contact, she'll hand over hard evidence."
296,marcopolo,[sly][hesitant],저 배… 본 적 있어. 은하 경매 시장에서 늘 최고가를 부르는 자유 상인이야. 한 번도 진 적이 없다더군.,That ship… I've seen it before. A free merchant who always outbids everyone at the galactic auction market. They say he's never once lost.
297,marcopolo,[sly],'장영실 2.0'이라고 불려. 기어월드에서 전설이지.,They call him 'Jang Yeong-sil 2.0'. He's a legend in Gearworld.
298,marcopolo,[sly],최대해봐야 8~10개.,Eight to ten at most.
299,marcopolo,[sly],잠깐. 크리그 내부 정보망이 잡혔어 — 공장 노동자들 사이에 반란 기미가 있대.,Wait. I've tapped into Krieg's internal network — there's a rebellion stirring among the factory workers.
300,marcopolo,[sly],"거래가 되겠군. 우리가 카토닉에서 당신 동료를 빼내고, 당신들은 크리그 내부 항로 정보를 준다.",We can deal. We pull your comrades out at Catonic — and you give us Krieg's internal route data.
301,marcopolo,[sly],불칸이 내부 노선을 줬어. 비축고는 3층 심층부야.,Bulkan gave us the internal route. The stockpile is deep on level three.
302,marcopolo,[sly],수퍼비아는 외교가 전부야. 상인 의회가 이 행성을 쥐고 있지. 들어가려면 격식부터 갖춰야 해.,"On Superbia, diplomacy is everything. A merchants' council holds this planet. To get in, you dress the part first."
303,marcopolo,[sly],그건 내 무대지. 수퍼비아 상인 의회랑은 전에도 거래해봤거든 — 귀족 향수 한 병이면 회의실 문은 열려. 맡겨둬.,That's my stage. I've dealt with the Superbia merchants' council before — one bottle of noble perfume and the chamber doors swing open. Leave it to me.
304,marcopolo,[sly],"보이드 공간은 물리 법칙부터 달라. 시간이 늘어지고, 공간이 접혀. 함선 항법이 통째로 먹통이 될 수도 있어.","Void space runs on different physical laws. Time stretches, space folds. A ship's navigation can go completely dark."
305,marcopolo,[sly][hesitant],균열 지도 원석이라… 보이드 행성에서만 나오는 건데. 운 좋게 외곽에서 몇 개 챙겨놨지.,"A rift map shard… those only come from the Void planets. Lucky for us, I grabbed a few out on the frontier."
306,marcopolo,[sly][hesitant],저 배... 수퍼비아 주점에서 들은 그 연구선이야.,That ship... it's the research vessel I heard about in the Superbia tavern.
307,marcopolo,[sly],"백구 녀석 꼬리 봐 — 저렇게 흔드는 건, 좋은 징조라는 뜻이지.",Look at Baekgu's tail — wagging like that means it's a good omen.
308,marcopolo,[sly],전설의 제독 넬슨 — 옛 지구 최후의 대해전에서 스러진 자야. 그런데 우주에 빅토리가? 이건 — 우주 보존 캡슐이군.,"The legendary Admiral Nelson — the one who fell in old Earth's final great sea-battle. But the Victory, out in space? This — this is a deep-space preservation capsule."
309,marcopolo,[sly],아이젠클로 데이터에 좌표 하나 — 제타 레티쿨리. 우르사 메이저 본거지야.,One coordinate buried in Eisenklaue's data — Zeta Reticuli. Ursa Major's home base.
310,marcopolo,[sly],레인저의 신호가 왔어. 저항군 전 함대 — 전투 준비 완료.,The Ranger's signal is in. The entire resistance fleet — ready for battle.
311,marcopolo,[sly],정보는 다 모았어. 더 살펴볼 게 없어. 이제 — 싸움이야.,I've gathered all the intel. Nothing left to scout. Now — it's the fight.
312,marcopolo,[sly],적 후위 통신 — 차단 완료. 지원 워프 차단했어.,Enemy rear comms — fully jammed. Reinforcement warps are cut off.
313,marcopolo,[sly][hesitant],우리가 진짜 해냈어.,We actually did it.
314,marcopolo,[sly][curious],다음 모험은 — 어디로?,And the next adventure — where to?
315,marcopolo,[sly],허허. 100년을 기다렸소. 이런 통쾌한 광경을.,Hah. A hundred years I waited — for a sight this satisfying.
316,marcopolo,[sly],마르코 폴로요. 제네시스 프로토콜의 마르코 폴로.,Marco Polo. The Marco Polo of the Genesis Protocol.
317,marcopolo,[sly],"치크스가 날 붙잡아 놓더니만, 이 함선의 무역 경로 데이터를 빼내려고 했소. 물론 안 줬지요. 나는 거래를 강요당한 적이 없소.","The Chiks held me and tried to pry the trade-route data out of this ship. I didn't give it, of course. I have never been forced into a deal."
318,marcopolo,[sly],"제독께서 알아봐주시는구먼. 자, 이제 거래합시다. 내가 가진 모든 항로 정보와 무역 네트워크를 드리겠소.",So the Admiral recognizes me. Now — let's make a deal. I'll give you every route and trade network I have.
319,marcopolo,[sly],"사령관 양반, 이 함선의 주인이오? 마음에 드는 눈을 가졌소. 자, 이제 거래합시다. 내가 가진 모든 항로 정보와 무역 네트워크를 드리겠소.","Commander, are you the master of this ship? You've got a good eye. Now — let's deal. I'll hand over all my routes and my whole trade network."
320,marcopolo,[sly],대신 지구까지 데려다 주시오.,"In return, take me to Earth."
321,gagarin,[confident],칩 돌려줘서 고맙다. 보답으로 같이 가주지 — 어차피 이 근방에 나보다 잘 나는 녀석도 없으니까.,Thanks for getting my chip back. I'll tag along as payback — there's no one around here who flies better than me anyway.
322,gagarin,[confident],"넥서스 프라임 LHS 광산 쪽, 아주 오래된 통신 패턴이 잡혀. 100년은 묵었고 — 이순신, 그 이름과 엮여 있어.","Near the Nexus Prime LHS mines, there's a very old comm pattern. A hundred years old — and it's tied to that name, Yi Sun-sin."
323,gagarin,[confident],"덤으로, 데이터 안에 외피 도면도 있더군. 가시 돌기 구조 — 너희 골격 단편이랑 딱 맞아.",And a bonus — there was a hull schematic in the data. A spike structure — a perfect fit for your frame fragment.
324,gagarin,[confident][hesitant],신호는 더 깊은 곳이야. 근데… 크리그 해적단 표식이 보여.,The signal's deeper in. But… I'm seeing Krieg raider markings.
325,gagarin,[confident],여기야. 이 안테나가 100년간 이순신 신호를 중계해온 거지.,This is it. This antenna's been relaying the Yi Sun-sin signal for a hundred years.
326,gagarin,[confident],"서두르자. 좌표만 따면, 다음 행선지가 정해져.","Move quick. Once we have the coordinates, our next stop is set."
327,gagarin,[confident],"그래도 이순신이 거기 있어. 크리그를 멈출 열쇠도, 거기 있고.",Still — Yi Sun-sin is there. And so is the key to stopping Krieg.
328,gagarin,[confident],"이 항로 — 옛 지구 시절, 한 우주국이 비밀 분류해 둔 경로야. 지금은 크리그가 쓰고 있어. 메카니카 부품이 글리제 436 분지 교역소에서 크리그로 넘어가. 에이전트 코드명 '오르크'.","This route — back in old Earth's day, a space agency kept it classified. Krieg uses it now. Mechanica parts pass to Krieg at the Gliese 436 basin trading post. The agent's codename is 'Ork'."
329,gagarin,[confident],저 교역소 — 공식 목록에 없는 화물이 계속 들어와. 에이전트 '오르크'가 여기 담당이야.,That trading post — cargo keeps arriving that's on no official manifest. The agent 'Ork' runs things here.
330,gagarin,[confident],테슬라가 납치됐어. 메카니카 최고 설계자 — 크리그가 억지로 생체 병기를 설계하게 만들고 있어.,Tesla's been abducted. Mechanica's greatest engineer — Krieg is forcing him to design a bio-weapon.
331,gagarin,[confident],저 컨베이어 동선이 이상해. 크리스탈 일부가 지하로 내려가고 있어. 광산 창고치고 루트가 너무 깊어.,That conveyor line is strange. Some of the crystal is being sent underground. The route runs far too deep for a mine warehouse.
332,gagarin,[confident][hesitant],그분을 꺼내면… 크리그 방어의 약점을 우리가 손에 쥐는 거군.,So if we get him out… we hold the weakness of Krieg's defense in our hands.
333,gagarin,[confident],"지하 감옥으로 드는 길이 있어. 자연 균열대 — 셔틀 한 대 들어갈 폭이야. 좁지만, 가능해.","There's a way into the underground prison. A natural fissure — wide enough for a single shuttle. Tight, but doable."
334,gagarin,[confident],이제 그 방패의 설계도가 우리 손에 있어. 장군의 전술이 거꾸로 놈들의 급소를 가리켜.,And now the blueprint of that shield is in our hands. The General's tactics point straight back at their vital spot.
335,gagarin,[confident],먼저 조용히 들어가서 확인해야 해. 소란은 금물.,We go in first and confirm it. Quietly — no noise.
336,gagarin,[confident],글리제. 코르넬리우스 본사가 거기야.,Gliese. The Cornelius headquarters is there.
337,gagarin,[confident],설계는 누가 해? 우리 중에 함선 설계자 없잖아.,Who's going to design it? None of us is a ship designer.
338,gagarin,[confident][hesitant],지구. …오래 꿈꿨어. 별을 처음 날던 그날부터.,Earth. (a moment's silence) …I've dreamed of it for so long. Ever since the day I first flew among the stars.
339,gagarin,[confident],복호기 정보와 일치해. 슈멜츠 — 거기가 다음 목표다.,It matches what the decoder pulled. Schmelz — that's the next target.
340,gagarin,[confident],그리고 동료들도 구출한다. 동시에.,And we rescue the comrades too. At the same time.
341,gagarin,[confident],캅테인b 균열. 보이드 행성 중 가장 접근성이 좋아. 하지만—,The Kapteyn-b rift. The most accessible of the Void planets. But—
342,gagarin,[confident],게다가 — 이휘소 박사가 그 근처에 있다고 했잖아. 반드시 찾아야 해.,"And on top of that — you said Dr. Lee Hwi-so is somewhere near there. We have to find him, no matter what."
343,gagarin,[confident],사령실 데이터 회수. 아이젠클로 — 격파 확인. 봉쇄 집행관이 페스작센에서 끝났어.,Command-room data recovered. Eisenklaue — confirmed destroyed. The blockade's enforcer met his end at Fessachsen.
344,gagarin,[confident],단신으로? 미친 짓이야.,Alone? That's insane.
345,gagarin,[confident],지구가 — 바로 너머야. 우리가 끝내면 — 사람들이 다시 하늘을 본다.,Earth is — just beyond. When we finish this — people will look at the sky again.
346,gagarin,[confident],"지구가 — 바로 너머야. 사령관, 결단을 내려.","Earth is — just beyond. {commander}, make the call."
347,gagarin,[confident],좌익도 깨끗하다. 학익진 — 완성.,Left flank is clean too. Crane Wing — complete.
348,gagarin,[confident],지구야. 정말 지구야.,It's Earth. It's really Earth.
349,gagarin,[confident],1961년 4월 12일. 내가 처음 본 지구. 그때 그대로야.,"April 12th, 1961. The Earth I first saw. Exactly as it was."
