num,character,char_slug,emotion,text,input_text,filename
162,백구,baekgu,,보이드 크리스탈이야! 우르사 메이저 보스전 진입 재료. 이걸로 한 번 더 도전 가능!,보이드 크리스탈이야! 우르사 메이저 보스전 진입 재료. 이걸로 한 번 더 도전 가능!,baekgu_119.mp3
163,백구,baekgu,,전설 동료 영입 거절. 현재 크루 유지.,전설 동료 영입 거절. 현재 크루 유지.,baekgu_120.mp3
164,백구,baekgu,,잔해 신호 듣고 해적들이 추가로 몰려왔다! 조심해.,잔해 신호 듣고 해적들이 추가로 몰려왔다! 조심해.,baekgu_121.mp3
165,백구,baekgu,,탐색 시작. 잔해 구역 접근 중.,탐색 시작. 잔해 구역 접근 중.,baekgu_122.mp3
166,백구,baekgu,,이번엔 없네. 다시 탐색해봐.,이번엔 없네. 다시 탐색해봐.,baekgu_123.mp3
167,백구,baekgu,,이번엔 별다른 게 없네. 다시 시도해봐.,이번엔 별다른 게 없네. 다시 시도해봐.,baekgu_124.mp3
168,백구,baekgu,,잔해 탐색 완료. 퀘스트 보상 받아.,잔해 탐색 완료. 퀘스트 보상 받아.,baekgu_125.mp3
169,백구,baekgu,,소문 하나 — 전설의 영웅 이 에서 목격됐대요. 그 행성 퀘스트를 진행하면 만날 수 있을 거예요!,소문 하나 — 전설의 영웅 이 에서 목격됐대요. 그 행성 퀘스트를 진행하면 만날 수 있을 거예요!,baekgu_126.mp3
170,백구,baekgu,,잔해 일부 발견. 계속 탐색해야 해.,잔해 일부 발견. 계속 탐색해야 해.,baekgu_127.mp3
171,백구,baekgu,,목적지 도착. 퀘스트 탭에서 보상 받아.,목적지 도착. 퀘스트 탭에서 보상 받아.,baekgu_128.mp3
172,백구,baekgu,,빌려줄게. 빨리 갚아.,빌려줄게. 빨리 갚아.,baekgu_129.mp3
173,백구,baekgu,,제작 중이야... 잠깐만 기다려.,제작 중이야... 잠깐만 기다려.,baekgu_130.mp3
174,백구,baekgu,,매수 의뢰 보고 완료. 보상 받으러 가자.,매수 의뢰 보고 완료. 보상 받으러 가자.,baekgu_131.mp3
175,백구,baekgu,,입찰 경쟁에서 졌어. 더 높게 써야 했는데.,입찰 경쟁에서 졌어. 더 높게 써야 했는데.,baekgu_132.mp3
176,백구,baekgu,,통행세 내고 무사 통과! 안전이 최우선이지~,통행세 내고 무사 통과! 안전이 최우선이지~,baekgu_133.mp3
177,백구,baekgu,,"소행성대 돌파야! 방향키나 마우스로 회피, Shift로 레이저, Ctrl로 미사일! 오십 초 버텨!","소행성대 돌파야! 방향키나 마우스로 회피, Shift로 레이저, Ctrl로 미사일! 오십 초 버텨!",baekgu_134.mp3
178,백구,baekgu,,블랙홀로 가는 진입로는 치크스 행성 근처에서만 열려. 치크스 행성이나 그 인접 행성으로 이동한 뒤 다시 시도해.,블랙홀로 가는 진입로는 치크스 행성 근처에서만 열려. 치크스 행성이나 그 인접 행성으로 이동한 뒤 다시 시도해.,baekgu_135.mp3
179,백구,baekgu,,저긴 은하 중심의 블랙홀... 먼저 지구를 해방해야 실마리가 잡힐 거야.,저긴 은하 중심의 블랙홀... 먼저 지구를 해방해야 실마리가 잡힐 거야.,baekgu_136.mp3
180,백구,baekgu,,지구다... 우르사 메이저가 우리를 기다리고 있어. 모든 화력 준비!,지구다... 우르사 메이저가 우리를 기다리고 있어. 모든 화력 준비!,baekgu_137.mp3
181,백구,baekgu,,지구다... 우르사 메이저가 기다린다. 모든 화력 준비!,지구다... 우르사 메이저가 기다린다. 모든 화력 준비!,baekgu_138.mp3
182,백구,baekgu,,이 구역은 지구 저항군 지역이야. 상점에서 난중일기 영인본 구입하면 이순신 영입 가능해.,이 구역은 지구 저항군 지역이야. 상점에서 난중일기 영인본 구입하면 이순신 영입 가능해.,baekgu_139.mp3
183,백구,baekgu,,난중일기 있어. 이 행성에 이순신이 있으면 영입 가능해.,난중일기 있어. 이 행성에 이순신이 있으면 영입 가능해.,baekgu_140.mp3
184,백구,baekgu,,한발 물러섰어. 충분히 강해진 후 다시 도전해도 돼.,한발 물러섰어. 충분히 강해진 후 다시 도전해도 돼.,baekgu_141.mp3
185,백구,baekgu,,통행료 냈어. 자존심은 상하지만 함선은 멀쩡하잖아. 다음엔 박살내자.,통행료 냈어. 자존심은 상하지만 함선은 멀쩡하잖아. 다음엔 박살내자.,baekgu_142.mp3
186,백구,baekgu,,도망쳤어. 다음엔 더 강해진 다음에 부딪치자.,도망쳤어. 다음엔 더 강해진 다음에 부딪치자.,baekgu_143.mp3
187,백구,baekgu,,학익진이다! 함대가 양 날개로 포위! 적을 가운데로 몰아넣어. 화력 세 배 폭격!,학익진이다! 함대가 양 날개로 포위! 적을 가운데로 몰아넣어. 화력 세 배 폭격!,baekgu_144.mp3
188,백구,baekgu,,아인슈타인의 상대성 이론! 시간축이 휘어진다! 적은 한 번 맞는데 우린 네 번 친다.,아인슈타인의 상대성 이론! 시간축이 휘어진다! 적은 한 번 맞는데 우린 네 번 친다.,baekgu_145.mp3
189,백구,baekgu,,테슬라의 전자기 초공간! 함선 무기가 번개로 변했어! 폭딜의 시작!,테슬라의 전자기 초공간! 함선 무기가 번개로 변했어! 폭딜의 시작!,baekgu_146.mp3
190,백구,baekgu,,제네시스 임펙트! 영웅들의 의지가 한 점에 모였어! 적은 시공간에서 사라진다.,제네시스 임펙트! 영웅들의 의지가 한 점에 모였어! 적은 시공간에서 사라진다.,baekgu_147.mp3
191,백구,baekgu,,데스티네이션 어스!! 여덟 명 영웅의 의지 + 백 년 봉쇄를 깬 인류의 분노! 화력 열 배! 적은 사라진다 — 우주의 정의를 보여줘!,데스티네이션 어스!! 여덟 명 영웅의 의지 + 백 년 봉쇄를 깬 인류의 분노! 화력 열 배! 적은 사라진다 — 우주의 정의를 보여줘!,baekgu_148.mp3
192,백구,baekgu,,보이드 페이즈 강제 해금됨. 제타 레티쿨리로 이동해서 광장 → 제독 의뢰 확인해봐!,보이드 페이즈 강제 해금됨. 제타 레티쿨리로 이동해서 광장 → 제독 의뢰 확인해봐!,baekgu_149.mp3
193,백구,baekgu,,보이드가 마지막 시험을 위해 ✦ 보이드의 창을 남겼어. 정비소에서 함선에 장착해 — 최종 결전에서 한 대씩 즉시 파괴 가능해.,보이드가 마지막 시험을 위해 ✦ 보이드의 창을 남겼어. 정비소에서 함선에 장착해 — 최종 결전에서 한 대씩 즉시 파괴 가능해.,baekgu_150.mp3
194,백구,baekgu,,"보이드가 인류 역사상 가장 위대한 다섯 척을 깨워냈어! 능력치는 동일, HP는 두 배. 우리 전술이 답이다 — 일점사부터!","보이드가 인류 역사상 가장 위대한 다섯 척을 깨워냈어! 능력치는 동일, HP는 두 배. 우리 전술이 답이다 — 일점사부터!",baekgu_151.mp3
195,백구,baekgu,,"팔 인의 전설이 모두 모였어요, 사령관! 이제 지구로 향할 준비가 됐습니다.","팔 인의 전설이 모두 모였어요, 사령관! 이제 지구로 향할 준비가 됐습니다.",baekgu_152.mp3
196,백구,baekgu,,백구의 일기,백구의 일기,baekgu_153.mp3
197,백구,baekgu,,백구,백구,baekgu_154.mp3
198,백구,baekgu,,거북선이다! 이순신의 그 함선! 지구 해방 보스전 입장 조건 충족이야!,거북선이다! 이순신의 그 함선! 지구 해방 보스전 입장 조건 충족이야!,baekgu_155.mp3
199,백구,baekgu,,세 단편이 하나로! 이건 그냥 거북선이 아니야 — 불멸의 거북선이라고! 우르사 메이저도 이걸 보면 떨걸.,세 단편이 하나로! 이건 그냥 거북선이 아니야 — 불멸의 거북선이라고! 우르사 메이저도 이걸 보면 떨걸.,baekgu_156.mp3
200,백구,baekgu,,이동 완료. 다음 목표 정해.,이동 완료. 다음 목표 정해.,baekgu_157.mp3
201,백구,baekgu,,워프 성공.,워프 성공.,baekgu_158.mp3
202,백구,baekgu,,이겼어. 당연한 거 아닌가.,이겼어. 당연한 거 아닌가.,baekgu_159.mp3
203,백구,baekgu,,크레딧 벌었다.,크레딧 벌었다.,baekgu_160.mp3
204,백구,baekgu,,졌어. 다시 해.,졌어. 다시 해.,baekgu_161.mp3
205,백구,baekgu,,포기하면 안 돼.,포기하면 안 돼.,baekgu_162.mp3
206,백구,baekgu,,영웅 등급! 쓸만하겠는데.,영웅 등급! 쓸만하겠는데.,baekgu_163.mp3
207,백구,baekgu,,전설 등급이다!,전설 등급이다!,baekgu_164.mp3
208,백구,baekgu,,크레딧 부족해. 무역해.,크레딧 부족해. 무역해.,baekgu_165.mp3
209,백구,baekgu,,내가 경고했잖아. 싸워!,내가 경고했잖아. 싸워!,baekgu_166.mp3
210,이순신,yisunsin,,"…이곳이. 얼마나, 흘렀느냐.","…이곳이. 얼마나, 흘렀느냐.",yisunsin_001.mp3
211,이순신,yisunsin,,"백 년이라. 내 전술이 적의 방패가 되어, 그 긴 세월 동료들을 막았다는 것이냐. …나를 깨운 자가 사령관인가. 빚을 졌다.","백 년이라. 내 전술이 적의 방패가 되어, 그 긴 세월 동료들을 막았다는 것이냐. …나를 깨운 자가 사령관인가. 빚을 졌다.",yisunsin_002.mp3
212,이순신,yisunsin,,무기와 장갑이 함께 봉인돼 있었다. 가져가시오 — 내 손은 이미 그대의 손이 되었으니.,무기와 장갑이 함께 봉인돼 있었다. 가져가시오 — 내 손은 이미 그대의 손이 되었으니.,yisunsin_003.mp3
213,이순신,yisunsin,,"패배는 한 번으로 족하다. 두 번은, 내가 허락하지 않는다.","패배는 한 번으로 족하다. 두 번은, 내가 허락하지 않는다.",yisunsin_004.mp3
214,이순신,yisunsin,,"아이젠클로… 나를 봉인한 손이 저자였군. 내 검을 적의 방패로 삼다니. 다음 단계에서, 반드시 거둘 빚이다.","아이젠클로… 나를 봉인한 손이 저자였군. 내 검을 적의 방패로 삼다니. 다음 단계에서, 반드시 거둘 빚이다.",yisunsin_005.mp3
215,이순신,yisunsin,,"흩어진 칼이 모이면 진형이 된다. 다음 계획을 세우자, 사령관.","흩어진 칼이 모이면 진형이 된다. 다음 계획을 세우자, 사령관.",yisunsin_006.mp3
216,이순신,yisunsin,,"동쪽 항로 주파수… 벙커존 지하. 저항군 암호 채널이다. 내가 봉인되기 전, 함께 싸운 전우들의 후예가 그 기지를 지키고 있어.","동쪽 항로 주파수… 벙커존 지하. 저항군 암호 채널이다. 내가 봉인되기 전, 함께 싸운 전우들의 후예가 그 기지를 지키고 있어.",yisunsin_007.mp3
217,이순신,yisunsin,,외톨이로 백 년을 버텼다면 — 그래서 더 강한 거다.,외톨이로 백 년을 버텼다면 — 그래서 더 강한 거다.,yisunsin_008.mp3
218,이순신,yisunsin,,"크리그에서 빼낸 물자를 들고 가면, 우리를 믿어줄 거다.","크리그에서 빼낸 물자를 들고 가면, 우리를 믿어줄 거다.",yisunsin_009.mp3
219,이순신,yisunsin,,"당신들이 살아있었군. 오래, 기다렸겠소.","당신들이 살아있었군. 오래, 기다렸겠소.",yisunsin_010.mp3
220,이순신,yisunsin,,내부에 침투했군. 보급망을 손에 쥐고 물자를 빼돌리고 있어.,내부에 침투했군. 보급망을 손에 쥐고 물자를 빼돌리고 있어.,yisunsin_011.mp3
221,이순신,yisunsin,,코르넬리우스. 아우레우스 기업이 크리그에 기술 설계도를 팔고 있다면… 단순한 이윤이 아니다. 생체 병기 설계도가 그 손을 거쳐 넘어간 거야.,코르넬리우스. 아우레우스 기업이 크리그에 기술 설계도를 팔고 있다면… 단순한 이윤이 아니다. 생체 병기 설계도가 그 손을 거쳐 넘어간 거야.,yisunsin_012.mp3
222,이순신,yisunsin,,"증거 없이 아우레우스를 적으로 돌려선 안 된다. 먼저, 확인한다.","증거 없이 아우레우스를 적으로 돌려선 안 된다. 먼저, 확인한다.",yisunsin_013.mp3
223,이순신,yisunsin,,광개토. 그 이름이 낯설지 않군. 당신 상선이 경매 시장의 모든 기록을 쥐고 있다는 것도.,광개토. 그 이름이 낯설지 않군. 당신 상선이 경매 시장의 모든 기록을 쥐고 있다는 것도.,yisunsin_014.mp3
224,이순신,yisunsin,,"거북선 — 내가 옛 지구에서, 가장 절박했던 전쟁에서 만든 함선이야. 현대 재료로 재현하면 크리그 요새를 정면 돌파할 수 있어.","거북선 — 내가 옛 지구에서, 가장 절박했던 전쟁에서 만든 함선이야. 현대 재료로 재현하면 크리그 요새를 정면 돌파할 수 있어.",yisunsin_015.mp3
225,이순신,yisunsin,,메카니카 기어월드. 그곳에 장영실이라는 기술자가 있어. 옛 지구의 명장 장영실의 기술 DNA를 이어받은 복제 기술자야.,메카니카 기어월드. 그곳에 장영실이라는 기술자가 있어. 옛 지구의 명장 장영실의 기술 DNA를 이어받은 복제 기술자야.,yisunsin_016.mp3
226,이순신,yisunsin,,그를 데려와야 해. 거북선은 그 없이는 완성할 수 없어.,그를 데려와야 해. 거북선은 그 없이는 완성할 수 없어.,yisunsin_017.mp3
227,이순신,yisunsin,,그분의 설계도를 갖고 왔소.,그분의 설계도를 갖고 왔소.,yisunsin_018.mp3
228,이순신,yisunsin,,필요한 건 뭐든 구해 오겠소.,필요한 건 뭐든 구해 오겠소.,yisunsin_019.mp3
229,이순신,yisunsin,,타이탄H… 그리고 그 너머에 — 지구.,타이탄H… 그리고 그 너머에 — 지구.,yisunsin_020.mp3
230,이순신,yisunsin,,"사령관. 다음 방향은 타이탄H다. 연대를 공식화하고, 저항군 반물질을 확보한다.","사령관. 다음 방향은 타이탄H다. 연대를 공식화하고, 저항군 반물질을 확보한다.",yisunsin_021.mp3
231,이순신,yisunsin,,"저항군 반물질 ×이십오, 은하 혼돈 결정 ×십오, 수퍼비아 중력자 ×십, 크리그 마그마 코어 ×팔. 모두 모으면 — 거북선이 깨어난다.","저항군 반물질 ×이십오, 은하 혼돈 결정 ×십오, 수퍼비아 중력자 ×십, 크리그 마그마 코어 ×팔. 모두 모으면 — 거북선이 깨어난다.",yisunsin_022.mp3
232,이순신,yisunsin,,"아이젠클로… 내 전술로 우리를 막겠지. 허나 제 검의 약점은, 그 검을 벼린 자가 가장 잘 아는 법이다.","아이젠클로… 내 전술로 우리를 막겠지. 허나 제 검의 약점은, 그 검을 벼린 자가 가장 잘 아는 법이다.",yisunsin_023.mp3
233,이순신,yisunsin,,"사령관, 다음 항로로. 아이젠클로를 쫓아 — 마침내, 거북선을 완성한다.","사령관, 다음 항로로. 아이젠클로를 쫓아 — 마침내, 거북선을 완성한다.",yisunsin_024.mp3
234,이순신,yisunsin,,"아이젠콕에서 달아났던 그 자가, 여기 숨어 있었군.","아이젠콕에서 달아났던 그 자가, 여기 숨어 있었군.",yisunsin_025.mp3
235,이순신,yisunsin,,"둘 다 잡는다. 아이젠클로 추격, 그리고 마그마 코어.","둘 다 잡는다. 아이젠클로 추격, 그리고 마그마 코어.",yisunsin_026.mp3
236,이순신,yisunsin,,"정면 공격은 안 된다. 반란군 채널로, 내부에 스며든다.","정면 공격은 안 된다. 반란군 채널로, 내부에 스며든다.",yisunsin_027.mp3
237,이순신,yisunsin,,우리가 원하는 건 수퍼비아 중력자. 채굴 독점 허가가 필요하다.,우리가 원하는 건 수퍼비아 중력자. 채굴 독점 허가가 필요하다.,yisunsin_028.mp3
238,이순신,yisunsin,,은하 혼돈 결정. 보이드 균열에서만 나오는 자원이다.,은하 혼돈 결정. 보이드 균열에서만 나오는 자원이다.,yisunsin_029.mp3
239,이순신,yisunsin,,두 마리 토끼다. 간다.,두 마리 토끼다. 간다.,yisunsin_030.mp3
240,이순신,yisunsin,,들어간다.,들어간다.,yisunsin_031.mp3
241,이순신,yisunsin,,우리는 저항군과 함께 아이젠클로와 싸우고 있어요. 당신이 이휘소 박사인가요?,우리는 저항군과 함께 아이젠클로와 싸우고 있어요. 당신이 이휘소 박사인가요?,yisunsin_032.mp3
242,이순신,yisunsin,,"드디어. 사백 년을 기다린 배가, 오늘 깨어난다.","드디어. 사백 년을 기다린 배가, 오늘 깨어난다.",yisunsin_033.mp3
243,이순신,yisunsin,,"빅토리… 옛 지구 최후의 대해전, 그 기함이군.","빅토리… 옛 지구 최후의 대해전, 그 기함이군.",yisunsin_034.mp3
244,이순신,yisunsin,,넬슨 제독. 나는 이순신이오.,넬슨 제독. 나는 이순신이오.,yisunsin_035.mp3
245,이순신,yisunsin,,"학익진과 그대의 대해전 진형 — 두 바다의 전술을 하나로 묶으면, 우르사도 막을 수 없을 거요.","학익진과 그대의 대해전 진형 — 두 바다의 전술을 하나로 묶으면, 우르사도 막을 수 없을 거요.",yisunsin_036.mp3
246,이순신,yisunsin,,"사령관. 이제 우리에겐 거북선이 있다. 슈멜츠를 점령해 사령실 데이터를 연다 — 그 안에, 우르사로 가는 길이 있을 것이다.","사령관. 이제 우리에겐 거북선이 있다. 슈멜츠를 점령해 사령실 데이터를 연다 — 그 안에, 우르사로 가는 길이 있을 것이다.",yisunsin_037.mp3
247,이순신,yisunsin,,백 년 봉쇄의 손발 하나를 잘랐다. 하지만 머리는 아직 남아 있다.,백 년 봉쇄의 손발 하나를 잘랐다. 하지만 머리는 아직 남아 있다.,yisunsin_038.mp3
248,이순신,yisunsin,,박사님의 방정식이 백 년 뒤 우리를 여기로 이끌었습니다. 함께 가시죠.,박사님의 방정식이 백 년 뒤 우리를 여기로 이끌었습니다. 함께 가시죠.,yisunsin_039.mp3
249,이순신,yisunsin,,"저 기함, 움직임이 익숙하다. 내 전술을 방패 삼았구나. 허나 — 그 검을 벼린 건 나다. 정면은 피해라. 호위를 걷어내고, 본함의 옆구리를 친다.","저 기함, 움직임이 익숙하다. 내 전술을 방패 삼았구나. 허나 — 그 검을 벼린 건 나다. 정면은 피해라. 호위를 걷어내고, 본함의 옆구리를 친다.",yisunsin_040.mp3
250,이순신,yisunsin,,이건 — 바다의 폭풍과 같다. 흐름을 읽으면 통과할 수 있어.,이건 — 바다의 폭풍과 같다. 흐름을 읽으면 통과할 수 있어.,yisunsin_041.mp3
251,이순신,yisunsin,,박사. 우리는 우르사 메이저를 잡으러 갑니다. 박사의 이론이 필요하오.,박사. 우리는 우르사 메이저를 잡으러 갑니다. 박사의 이론이 필요하오.,yisunsin_042.mp3
252,이순신,yisunsin,,전 함대 — 거북선을 따른다.,전 함대 — 거북선을 따른다.,yisunsin_043.mp3
253,이순신,yisunsin,,사령관. 아이젠클로에게 전달해. — 이번엔 끝이라고.,사령관. 아이젠클로에게 전달해. — 이번엔 끝이라고.,yisunsin_044.mp3
254,이순신,yisunsin,,"끝났어, 아이젠클로.","끝났어, 아이젠클로.",yisunsin_045.mp3
255,이순신,yisunsin,,보이드 군주. 크리그 뒤에 그 존재가 있었던 거군.,보이드 군주. 크리그 뒤에 그 존재가 있었던 거군.,yisunsin_046.mp3
256,이순신,yisunsin,,사백 년 전 거북선 — 열두 척으로 백삼십삼 척을 깼다. 오늘의 거북선 — 팔영웅과 함께라면 더 큰 일도 한다.,사백 년 전 거북선 — 열두 척으로 백삼십삼 척을 깼다. 오늘의 거북선 — 팔영웅과 함께라면 더 큰 일도 한다.,yisunsin_047.mp3
257,이순신,yisunsin,,좌표 — 제타 레티쿨리. 우르사 메이저 본거지.,좌표 — 제타 레티쿨리. 우르사 메이저 본거지.,yisunsin_048.mp3
258,이순신,yisunsin,,"사백 년 전, 옛 지구의 마지막 전쟁. 백 년 전, 봉인. 그리고 오늘 — 마지막 일전이다.","사백 년 전, 옛 지구의 마지막 전쟁. 백 년 전, 봉인. 그리고 오늘 — 마지막 일전이다.",yisunsin_049.mp3
259,이순신,yisunsin,,그 캡슐 — 나였다. 네가 봉인한 자가 오늘 너의 끝을 가져왔다.,그 캡슐 — 나였다. 네가 봉인한 자가 오늘 너의 끝을 가져왔다.,yisunsin_050.mp3
260,이순신,yisunsin,,학익진. 펼친다.,학익진. 펼친다.,yisunsin_051.mp3
261,이순신,yisunsin,,우르사 메이저 본체 — 노출. 보이드 방어막은 아직 활성.,우르사 메이저 본체 — 노출. 보이드 방어막은 아직 활성.,yisunsin_052.mp3
262,이순신,yisunsin,,사백 년 전 — 나는 열두 척으로 백삼십삼 척을 막았다. 오늘은 아홉 척이면 충분하다.,사백 년 전 — 나는 열두 척으로 백삼십삼 척을 막았다. 오늘은 아홉 척이면 충분하다.,yisunsin_053.mp3
263,이순신,yisunsin,,거북선 노포 전탄 — 일점사!,거북선 노포 전탄 — 일점사!,yisunsin_054.mp3
264,이순신,yisunsin,,끝났다. 백 년 봉인의 종결이다.,끝났다. 백 년 봉인의 종결이다.,yisunsin_055.mp3
265,이순신,yisunsin,,"내가 살아 싸우던 그 시절, 올려다보던 바로 그 하늘이다. 변하지 않았어.","내가 살아 싸우던 그 시절, 올려다보던 바로 그 하늘이다. 변하지 않았어.",yisunsin_056.mp3
266,이순신,yisunsin,,"보이드 구역 삼행성 — 캅테인 균열, WASP-십이 b, 제타 레티쿨리. 우르사 메이저 잔존 세력이 아직 불안정해. 서둘러야 해.","보이드 구역 삼행성 — 캅테인 균열, WASP-십이 b, 제타 레티쿨리. 우르사 메이저 잔존 세력이 아직 불안정해. 서둘러야 해.",yisunsin_057.mp3
267,이순신,yisunsin,,백 년. 내가 백 년을 잠들었군.,백 년. 내가 백 년을 잠들었군.,yisunsin_058.mp3
268,이순신,yisunsin,,그대가 나를 깨웠소? …지구는.,그대가 나를 깨웠소? …지구는.,yisunsin_059.mp3
269,이순신,yisunsin,,치크스는 아직 있소. 그렇다면 아직 싸워야 할 이유가 있군.,치크스는 아직 있소. 그렇다면 아직 싸워야 할 이유가 있군.,yisunsin_060.mp3
270,이순신,yisunsin,,이길 수 있는 싸움이오?,이길 수 있는 싸움이오?,yisunsin_061.mp3
271,이순신,yisunsin,,말이 다르군. 이기겠다고 하지 않고 이겨야 한다고 했소. 그것이 더 정직한 대답이오. 합류하겠소.,말이 다르군. 이기겠다고 하지 않고 이겨야 한다고 했소. 그것이 더 정직한 대답이오. 합류하겠소.,yisunsin_062.mp3
272,이순신,yisunsin,,사령관. 나는 불필요한 전투는 하지 않소. 이기는 전쟁만 합니다.,사령관. 나는 불필요한 전투는 하지 않소. 이기는 전쟁만 합니다.,yisunsin_063.mp3
273,이순신,yisunsin,,나요. 넬슨. 오래됐소.,나요. 넬슨. 오래됐소.,yisunsin_064.mp3
274,마르코 폴로,marcopolo,,"이순신? …그 이름, 오랜만이군. 남들은 잡음으로 흘리지만 — 난 그 신호를 '봤어'. 에리다니 노인들이 잡았다는 그거.","이순신? …그 이름, 오랜만이군. 남들은 잡음으로 흘리지만 — 난 그 신호를 '봤어'. 에리다니 노인들이 잡았다는 그거.",marcopolo_001.mp3
275,마르코 폴로,marcopolo,,"한 팀 하자. 길 찾고 정보 캐는 건, 이 은하에 나만 한 사람이 없거든.","한 팀 하자. 길 찾고 정보 캐는 건, 이 은하에 나만 한 사람이 없거든.",marcopolo_002.mp3
276,마르코 폴로,marcopolo,,"잠깐 — 다들 못 봤지? 저 잔해 너머, 탐사선 하나가 해적한테 뜯기고 있어.","잠깐 — 다들 못 봤지? 저 잔해 너머, 탐사선 하나가 해적한테 뜯기고 있어.",marcopolo_003.mp3
277,마르코 폴로,marcopolo,,크리그가 '광산 세금'을 빌미로 삼주째 점거 중이야. 광부들은 착취당하고.,크리그가 '광산 세금'을 빌미로 삼주째 점거 중이야. 광부들은 착취당하고.,marcopolo_004.mp3
278,마르코 폴로,marcopolo,,봉쇄만 하는 놈들이 아니야. 변방까지 손을 뻗고 있어.,봉쇄만 하는 놈들이 아니야. 변방까지 손을 뻗고 있어.,marcopolo_005.mp3
279,마르코 폴로,marcopolo,,"근데 무법자들이 기지를 끼고 앉았어. 안테나에 닿으려면, 먼저 치워야 해.","근데 무법자들이 기지를 끼고 앉았어. 안테나에 닿으려면, 먼저 치워야 해.",marcopolo_006.mp3
280,마르코 폴로,marcopolo,,우르사이 마요리스 외곽… 발 들이는 순간 바로 적대야. 각오해.,우르사이 마요리스 외곽… 발 들이는 순간 바로 적대야. 각오해.,marcopolo_007.mp3
281,마르코 폴로,marcopolo,,"사령관, 됐어. 카스텔룸 수퍼비아 집하장 — 삼십이구역. 크리그 스파이가 고철 프레임 속에 정보를 숨겨 운반했어. 수퍼비아 놈들은 그냥 고철로 처리했겠지. 허나 내 눈은 못 속여.","사령관, 됐어. 카스텔룸 수퍼비아 집하장 — 삼십이구역. 크리그 스파이가 고철 프레임 속에 정보를 숨겨 운반했어. 수퍼비아 놈들은 그냥 고철로 처리했겠지. 허나 내 눈은 못 속여.",marcopolo_008.mp3
282,마르코 폴로,marcopolo,,"그리고… 이상한 게 하나 더. 그 구역 폐기 목록에 없는 구형 캡슐 하나. 수백 년 전 설계야. 이런 건, 그냥 지나치는 법이 없지.","그리고… 이상한 게 하나 더. 그 구역 폐기 목록에 없는 구형 캡슐 하나. 수백 년 전 설계야. 이런 건, 그냥 지나치는 법이 없지.",marcopolo_009.mp3
283,마르코 폴로,marcopolo,,"저기 폐기 구역 끝… 목록에 없는 구형 물체야. 설계가 지금과 전혀 달라. 생명 반응이 — 미약하지만, 분명히 잡혀.","저기 폐기 구역 끝… 목록에 없는 구형 물체야. 설계가 지금과 전혀 달라. 생명 반응이 — 미약하지만, 분명히 잡혀.",marcopolo_010.mp3
284,마르코 폴로,marcopolo,,오르크... 접경지 밀수꾼들 사이에서 이름이 나왔어. 치크스-메카니카 접경이라 단속이 애매한 구역이야.,오르크... 접경지 밀수꾼들 사이에서 이름이 나왔어. 치크스-메카니카 접경이라 단속이 애매한 구역이야.,marcopolo_011.mp3
285,마르코 폴로,marcopolo,,"치크스 감시선이 순찰 중이야. 정면은 자살이고 — 잠입은 거래자 위장이 최선이지. 뭐, 이런 건 내 전문이고.","치크스 감시선이 순찰 중이야. 정면은 자살이고 — 잠입은 거래자 위장이 최선이지. 뭐, 이런 건 내 전문이고.",marcopolo_012.mp3
286,마르코 폴로,marcopolo,,LHS천백사십-b 표면은 LHS 크리스탈 광산이야. 지하 십칠층까지 굴착했다는 소문이 있어. 사람을 가두기엔 딱이지.,LHS천백사십-b 표면은 LHS 크리스탈 광산이야. 지하 십칠층까지 굴착했다는 소문이 있어. 사람을 가두기엔 딱이지.,marcopolo_013.mp3
287,마르코 폴로,marcopolo,,"노동자들 표정 봐. 겁에 질려 있어 — 크리그한테 협박당하는 거야. …이런 건, 너무 많이 봤어.","노동자들 표정 봐. 겁에 질려 있어 — 크리그한테 협박당하는 거야. …이런 건, 너무 많이 봤어.",marcopolo_014.mp3
288,마르코 폴로,marcopolo,,내가 누군지 잊었어? 당연하지.,내가 누군지 잊었어? 당연하지.,marcopolo_015.mp3
289,마르코 폴로,marcopolo,,전면전은 무리야. 외곽 포대만 해도 우리 세 배라고.,전면전은 무리야. 외곽 포대만 해도 우리 세 배라고.,marcopolo_016.mp3
290,마르코 폴로,marcopolo,,"다음 길은 내가 연다. 크리그 보급 거점 — 위치, 경비, 교대 시간까지 전부 머릿속에 있거든.","다음 길은 내가 연다. 크리그 보급 거점 — 위치, 경비, 교대 시간까지 전부 머릿속에 있거든.",marcopolo_017.mp3
291,마르코 폴로,marcopolo,,저항군? 거기가 얼마나 위험한지 알아? 치크스 한복판의 외톨이 거점이라고.,저항군? 거기가 얼마나 위험한지 알아? 치크스 한복판의 외톨이 거점이라고.,marcopolo_018.mp3
292,마르코 폴로,marcopolo,,뉴 마스... 오딧세이 기지. 나도 그쪽 루트 알아. 화물 운반하다 두어 번 거쳤어.,뉴 마스... 오딧세이 기지. 나도 그쪽 루트 알아. 화물 운반하다 두어 번 거쳤어.,marcopolo_019.mp3
293,마르코 폴로,marcopolo,,"저 화물 분류 코드… 저항군 화물이 맞는데, 운항 패턴이 크리그 배급 루틴이야. 안 맞아.","저 화물 분류 코드… 저항군 화물이 맞는데, 운항 패턴이 크리그 배급 루틴이야. 안 맞아.",marcopolo_020.mp3
